"001","002","003","004","005"
"Staples #454","52.1255592","-106.7588909"," (306) 249-9400 ","S7M 1L2"
"Staples #240","52.1148366","-106.6197253"," (306) 955-6536 ","S7H 0V4"
"Staples # 52","52.1595036","-106.6502946"," (306) 955-6044 ","S7K 3T8"
"Staples # 151","50.4680236","-104.619239"," (306) 546-1870 ","S4R 2P3"
"Staples # 82","50.4460215","-104.5462929"," (306) 791-7790 ","S4V 2X5"
"Assiniboia SARCAN","49.6325351","-105.9905225"," (306) 642-3531 ","S0H 0B0"
"Buffalo Narrows SARCAN","55.8686269","-108.4941872"," (306) 235-1501 ","S0M 0J0"
"Kyle SARCAN","50.8327023","-108.0392125"," 306-375-9127 ","S0L 1T0"
"Crown Shred Recycling Management","50.4593007","-104.579751"," 1-877-545-5999","S4N 6A6"
"Yorkton SARCAN","51.2286297","-102.4705292"," (306) 782-4213 ","S3N 2A4"
"Wynyard SARCAN","51.7712112","-104.1862003"," (306) 554-3453 ","S0A 4T0"
"Wilkie SARCAN","52.4102687","-108.6995535"," (306) 843-2720 ","S0K 4W0"
"Watson SARCAN","52.1289089","-104.5288393"," (306) 287-3120 ","S0K 4V0"
"Weyburn SARCAN","49.6590388","-103.8335913"," (306) 842-0391 ","S4H 2L2"
"Watrous SARCAN","51.6722792","-105.4688071"," (306) 946-2532 ","S0K 4T0"
"Wakaw SARCAN","52.6489222","-105.7375782"," (306) 233-5199 ","S0K 4P0"
"Waldheim SARCAN","52.6158739","-106.6539794"," (306) 945-2259 ","S0K 4R0"
"Wadena SARCAN","51.944507","-103.80147"," (306) 338-2790 ","S0A 4J0"
"Unity SARCAN","52.4428964","-109.158169"," (306) 228-4377 ","S0K 4L0"
"Turtleford SARCAN","53.3879784","-108.9583963"," (306) 845-3390 ","S0M 2Y0"
"Tisdale SARCAN","52.8593861","-104.0449903"," (306) 873-5181 ","S0E 1T0"
"Swift Current SARCAN","50.2834026","-107.8131984"," (306) 773-9721 ","S9H 3Y6"
"Strasbourg SARCAN","51.0692298","-104.9535059"," (306) 725-3602 ","S0G 4V0"
"Spiritwood SARCAN","53.3645441","-107.5174338"," (306) 883-2230 ","S0J 2M0"
"Shaunavon SARCAN","49.6445905","-108.4070544"," (306) 297-2433 ","S0N 2M0"
"Saskatoon SARCAN","52.1285572","-106.7066695"," (306) 384-5699 ","S7M 0V6"
"Rosthern SARCAN","52.667696","-106.3429778"," (306) 232-4879 ","S0K 3R0"
"Rosetown SARCAN","51.554882","-107.9868333"," (306) 882-4246 ","S0L 2V0"
"Regina SARCAN","50.4484324","-104.545845"," (306) 347-2807 ","S4N 6M5"
"Redvers SARCAN","49.5763836","-101.697636"," (306) 452-3850 ","S0C 2H0"
"Prince Albert SARCAN - Main Depot","53.2166456","-105.7529586"," (306) 764-7288 ","S6W 0A2"
"Prince Albert SARCAN - Express Depot","53.1777866","-105.7395973"," (306) 763-3398 ","S6W 1A6"
"Preeceville SARCAN","51.9530259","-102.658817"," (306) 547-5558 ","S0A 3B0"
"Ponteix SARCAN","49.7458487","-107.4880429"," (306) 625-3373 ","S0N 1Z0"
"Porcupine Plain SARCAN","52.5950587","-103.2542375"," (306) 278-2448 ","S0E 1H0"
"Outlook SARCAN","51.4823187","-107.0450303"," (306) 867-8878 ","S0L 2N0"
"Nipawin SARCAN","53.3655307","-104.0009272"," (306) 862-2470 ","S0E 1E0"
"CPE Plastic Recycling Ltd.","53.59087","-113.6020446","780-451-2696","T5V 1H8"
"eCycle Solutions Inc. ","51.29129","-114.0502951","1-888-945-2611 ext 200","T4A 0R1"
"GEEP Alberta Inc.","50.9884103","-113.9527187","780-475-6545   ","T2C 3C4"
"Hi Tech Recyclers","53.5636861","-113.5806626","587-523-6110","T5M 4G4"
"Recycle-Logic Inc. ","52.3222574","-113.8239951","1-888-678-2467","T4P 2V5"
"Shanked Computer Recycling Inc.","53.5560072","-113.786252","780-486-7837","T7X 5A4"
"Staples - Victoria II","48.4243981","-123.3641206","250-220-8800 ","V8W 3E9"
"Bottle Depot - Victoria","48.4338098","-123.3656648","250-727-7480 ","V8T 1L9"
"Salvation Army - Victoria Hillside","48.4396478","-123.359388","250-380-7717 ","V8T 2A1"
"Staples - Victoria","48.4482786","-123.3692","250-383-8178 ","V8X 3W4"
"Island Return-It Esquimalt","48.4314879","-123.3986545","250-381-1482 ","V9A 4R9"
"Best Buy - Victoria","48.4551201","-123.3758628","2504197670 ","V8Z 0B9"
"Salvation Army - Cedar Hill","48.4614025","-123.3338554","250-382-3714 ","V8P 2P3"
"Salvation Army - Victoria Warehouse","48.4810035","-123.3879385","250-384-3755 ","V8Z 3B8"
"Asset Investment Recovery - Victoria","48.4817932","-123.3903049","250-952-5097 ","V8Z 4B8"
"Bottle Depot - Glanford","48.4841002","-123.3889206","250-727-7480 ","V8Z 4B9"
"Salvation Army - View Royal","48.4564627","-123.4419083","250-708-0520 ","V9B 1G9"
"Best Buy - Langford","48.4593675","-123.4993578","2503914514 ","V9B 6A2"
"Staples - Victoria / Langford","48.4596579","-123.5007366","250-391-3070 ","V9B 6A2"
"Alpine Disposal & Recycling","48.4463435","-123.5172191","250-474-5145 ","V9B 2S4"
"Hartland Recycling","48.5335417","-123.4578885","250-727-3331 ","V9E 1J9"
"Salvation Army - Sooke","48.4102199","-123.5855711","250-642-3612 ","V0S 1N0"
"A & P Disposal & Recycling","48.3945513","-123.70113","250-642-4456 ","V9Z 0X6"
"Island Return-It Sidney","48.6537473","-123.4123525","250-655-4878 ","V8L 3S1"
"Salvation Army - Mill Bay","48.6573861","-123.5610091","250-743-2123 ","V0R 2P0"
"Staples - Duncan","48.7755453","-123.7021522","250-715-1922 ","V9L 2P2"
"Salt Spring Island Recycling Depot","48.8541283","-123.5170851","250-537-1200 ","V8K 2K6"
"Island Return-It Duncan","48.8051649","-123.7174877","250-748-2066 ","V9L 5T3"
"Best Buy - Cowichan","48.8036393","-123.7212744","250-737-1338 ","V9L 6C6"
"Tsawwassen Return -It Centre","49.0246502","-123.0685212","604-943-7661 ","V4L 1C4"
"Junction Bottle Depot","48.9991103","-123.8223235","250-245-7376 ","V9G 1A3"
"Ladner Bottle Depot","49.0925234","-123.084933","604-946-0309 ","V4K 2Y1"
"Steveston Return-It Depot","49.123882","-123.164022","604-241-9177 ","V7E 3R7"
"Semiahmoo Bottle Depot","49.046592","-122.7928011","604-531-7669 ","V4A 2J4"
"Ironwood Bottle Depot","49.1308742","-123.0928946","604-275-0585 ","V7A 4V5"
"Best Buy - South Surrey","49.0431756","-122.7811553","6045355660 ","V3S 9N6"
"Staples - White Rock","49.0567257","-122.80139","604-541-3850 ","V4P 3K1"
"Staples - Richmond","49.1667662","-123.1363718","604-270-9599 ","V6Y 2B3"
"Jenill Recycling","49.1156049","-122.8952844","604-596-1751 ","V4E 2X7"
"Best Buy - Richmond","49.1753676","-123.1340346","6042737335 ","V6X 2X9"
"Panorama Village Return-It","49.105117","-122.803094","604-579-0208 ","V3S 9A5"
"Staples - N. Delta","49.1371397","-122.8904471","604-501-7820 ","V4C 6P5"
"OK Bottle Depot","49.1892919","-123.1338046","604-244-0008 ","V6X 1R3"
"Newton Bottle Depot","49.1349979","-122.8461625","604-596-9266 ","V3W 4M4"
"Best Buy - Scott Road","49.1479681","-122.8887075","6046351452 ","V3W 3M1"
"Scott 72 Bottle & Return-It Depot","49.1434583","-122.8690816","604-590-8482 ","V3W 1L4"
"Staples - Bridgeport","49.1924632","-123.082506","604-303-7850 ","V6V 2X1"
"Vancouver West Return--It Depot","49.2021426","-123.1337601"," ","V6P 3G4"
"Regional Recycling - Richmond","49.1960157","-123.0785578","604-276-8270 ","V6V 1K2"
"Staples - Cloverdale","49.1041288","-122.7384905","778-571-3580 ","V3S 2X6"
"Scott Road Bottle Depot","49.1597773","-122.8875489","604-543-0606 ","V3W 3H8"
"Asset Investment Recovery - Surrey","49.1534249","-122.863201","604-501-8216 ","V3W 7X4"
"South Van Bottle Depot","49.2093776","-123.1054817","604-325-3370 ","V5X 4K6"
"Best Buy - South Vancouver","49.2117571","-123.1066045","604-326-3350 ","V5X 0A7"
"Sur-Del Bottle Depot","49.1665899","-122.8902384","604-599-0497 ","V3V 4H2"
"Staples - Marine Way","49.1979149","-122.9734683","604-412-2950 ","V5J 0A6"
"Queensborough Landing Return-It Depot","49.1932782","-122.9414598","604-540-4467 ","V3M 5K2"
"Willowbrook Recycling","49.1112404","-122.6783679","604-532-0225 ","V3A 3Z6"
"Salvation Army - Langley","49.1121616","-122.6746306","604-530-1321 ","V3A 4Y1"
"Langley Bottle Depot","49.1087179","-122.6650567","604-530-0131 ","V3A 4K6"
"Fleetwood Bottle Depot","49.1673619","-122.8043443","604-585-3544 ","V3R 3P2"
"Staples - Langley","49.1163739","-122.6668837","604-514-2160 ","V2Y 2T5"
"Lee's Bottle Depot","49.2161708","-122.9775479","604-435-3432 ","V5J 4S6"
"Salvation Army - New Westminster","49.2012131","-122.9115678","604-521-0319 ","V3M 1B9"
"Best Buy - Surrey","49.184853","-122.8463724","6045807788 ","V3T 2W1"
"Best Buy - Langley","49.1092452","-122.6427747","6045307787 ","V2Y 1P3"
"Metrotown Return-It Centre","49.2219304","-122.9902694","604-451-8888 ","V5J 1C2"
"Staples - Surrey North","49.186456","-122.845247","604-582-6789 ","V3T 2W4"
"Fraser Valley Bottle & Return-It Depot","49.0891373","-122.5983612","604-533-8807 ","V2Z 2T5"
"Best Buy - Burnaby","49.2275677","-122.996138","7784522250 ","V5H 4T6"
"Staples - Metrotown","49.2291071","-122.9986239","604-434-6484 ","V5H 4T8"
"Vancouver Central Return-It Depot","49.2390917","-123.0518907","604-434-0707 ","V5R 5H4"
"Surrey Central Return-It Centre","49.1917094","-122.8388132","604-588-7790 ","V3T 1W7"
"Bridgeview Bottle & Return-It Depot","49.2039371","-122.881068","604-587-5557 ","V3V 8C3"
"Staples - University Endowment Lands","49.2665431","-123.2421823","604-221-4780 ","V6T 1T5"
"Staples - Broadway - Store","49.2635283","-123.1343664","604-678-9449 ","V6H 1H2"
"Salvation Army - East 12th Avenue","49.2604875","-123.0985961","604-874-4721 ","V5T 2G9"
"Best Buy - Cambie","49.2655249","-123.114466","6046384966 ","V5Z 2T7"
"Go Green Bottle Depot","49.2648068","-123.104617","604-874-0367 ","V5T 1M4"
"Staples - Vancouver Grandview","49.2582031","-123.0414526","778-331-0660 ","V5M 2E4"
"Staples - Nanaimo Island Hwy","49.1915014","-123.9666986","250-751-7770 ","V9S 5W3"
"Regional Recycling - Vancouver","49.2705579","-123.0818279","604-689-4722 ","V6A 2L2"
"Best Buy - Robson","49.277146","-123.1261827","6046832502 ","V6Z 3C3"
"Sapperton Return-It Depot","49.2308657","-122.8792523","604-523-9699 ","V3L 3P2"
"Aldergrove Return-It Depot","49.0576294","-122.4634014","604-856-2992 ","V4W 3N5"
"Staples - Vanc-Core","49.2796231","-123.1204928","604-602-5959 ","V6B 3M1"
"Regional Recycling - Fremont","49.1940261","-123.982462","250-751-1159 ","V9S 3H3"
"Regional Recycling - Burnaby","49.2573928","-122.9781934","604-299-3121 ","V5B 3A9"
"Staples - Lougheed","49.2665321","-123.0090708","604-320-6800 ","V5C 3Y6"
"Lougheed Return-It Depot","49.235926","-122.866738","778-397-5005 ","V3K 6N5"
"Staples - Royal Centre","49.2852977","-123.1217235","604-678-4873 ","V6E 3P3"
"Kitchener Bottle Depot","49.2702852","-123.0180697","604-294-2827 ","V5C 3T4"
"Staples - Coquitlam","49.235203","-122.8589236","604-517-2100 ","V3K 0W8"
"Salvation Army - Lower Mainland","49.1770533","-122.6741742","604-513-8828 ","V1M 3C9"
"Powell Street Return-It Bottle Depot","49.2844332","-123.0671451","604-253-4987 ","V5L 1H9"
"Nanaimo Recycling Exchange","49.2027761","-124.0043028","250-758-7777 ","V9T 5K4"
"Regional Recycling - Nanaimo","49.2028694","-124.0044827","250-751-2358 ","V9T 3X3"
"Walnut Grove Bottle & Return Centre","49.178762","-122.6609923","604-513-0420 ","V1M 4B9"
"Best Buy - Nanaimo","49.2067031","-124.0068009","2507298632 ","V9T 1W1"
"Kensington Square Return-It Centre","49.2802749","-122.96914","604-299-9779 ","V5B 1S2"
"East Hastings Bottle Depot","49.2804264","-122.9616836","604-299-4254 ","V5B 1S9"
"Salvation Army - North Vancouver","49.313228","-123.077376","604-980-4413 ","V7H 2E9"
"North Vancouver Bottle & Return-It-Depot","49.3083589","-123.0404393","604-924-3889 ","V7J 2C1"
"North Shore Bottle Depot","49.3197346","-123.0969015","604-985-9348 ","V7P 2L6"
"Staples - Capilano","49.3239764","-123.12116","604-990-2900 ","V7P 3J3"
"Staples - Park Royal","49.3262817","-123.1396642","604-913-4270 ","V7T 2W5"
"Best Buy - West Vancouver","49.326213","-123.1361929","6049133336 ","V7T 2W4"
"R&T Recyclables & Bottle Depot","49.045508","-122.349558","604-852-6092 ","V2T 4C6"
"Salvation Army - North Vancouver Fell Ave","49.3220875","-123.09468","604-929-9400 ","V7P 2K2"
"Staples - Maple Ridge","49.2213814","-122.6648434","604-465-3429 ","V2X 0P5"
"Pitt Meadows Bottle & Return-It Depot","49.2321404","-122.6922989","778-895-8625 ","V3Y 2M6"
"Ridge Meadows Recycling","49.186584","-122.568626","604-463-5545 ","V2X 7G2"
"Coquitlam Return-It Depot","49.2778389","-122.8185768","604-464-6648 ","V3H 1W3"
"Staples - Nanaimo Parkway","49.2340409","-124.0500704","250-390-5900 ","V9T 6J6"
"Staples - Abbotsford","49.0499413","-122.325489","604-870-3440 ","V2T 4W1"
"Best Buy - Coquitlam","49.2784418","-122.7940817","6044685500 ","V3B 7K5"
"Regional Recycling - Abbotsford","49.0166754","-122.2717968","604-852-9152 ","V2S 7P6"
"Best Buy - Abbotsford","49.0498975","-122.3124766","6048526220 ","V2S 5A1"
"Abbotsford Bottle Depot","49.0494667","-122.303658","604-853-7770 ","V2S 1Z8"
"Abbotsford Mission Recycling Program","49.0691266","-122.287245","604-850-3551 ","V2S 3S9"
"Staples - Mission","49.1293523","-122.3231867","604-814-3850 ","V2V 6M7"
"Gibsons Recycling Depot","49.4082484","-123.5264771","604-740-1425 ","V0N 1V7"
"Mission Recycle Centre","49.1344172","-122.3195224","604-820-1830 ","V2V 6J9"
"Mission Recycling Depot","49.1329285","-122.3036402","604 814 3555 ","V2V 4M5"
"Parksville Bottle & Recycling","49.3078798","-124.3240202","250-248-0224 ","V9P 1J9"
"Sardis Bottle Depot","49.105938","-121.9610263","604-858-9177 ","V2R 3N5"
"Staples - Chilliwack","49.1388399","-121.9592417","604-824-8474 ","V2R 6E7"
"Chilliwack Bottle Depot","49.1626005","-121.9538732","604-792-9572 ","V2P 1K5"
"Salvation Army - Port Alberni","49.2451765","-124.8048111","250-723-6913 ","V9Y 3P3"
"Squamish Bottle Depot","49.6752349","-123.1564753","604-815-4699 ","V0N 3G0"
"Staples - Port Alberni","49.2668021","-124.7861598","250-720-2460 ","V9Y 8K2"
"Agassiz Bottle Depot","49.237849","-121.7468638","604-796-3653 ","V0M 1A2"
"Ucluelet Bottle Depot","48.9444946","-125.5644939","250-726-3748 ","V0R 3A0"
"Sunset Coast Bottle Depot","49.7989201","-124.4985057","604-485-7743 ","V8A 0R2"
"Hope Bottle Depot","49.3798471","-121.4334275","604-869-7567 ","V0X 1L4"
"Staples - Powell RIver","49.8444584","-124.5207194","604-485-3560 ","V8A 3B6"
"Staples - Courtenay","49.6734394","-124.9810426","250-334-8357 ","V9N 2L9"
"Courtenay Return-It Depot","49.6954984","-124.9891104","250-338-6013 ","V9N 3P9"
"Best Buy - Courtenay","49.6925468","-124.9983294","2503349791 ","V9N 2L9"
"Whistler Re-Use It Centre","50.0874386","-123.0379377","604-932-1121 ","V0N 1B1"
"Regional Recycling - Whistler","50.1311662","-122.9540037","604-932-3733 ","V0N 1B0"
"Pemberton Recycling Centre","50.3128095","-122.7293589","604-894-6799 ","V0N 2L0"
"Staples - Campbell River","50.034222","-125.2515091","250-286-4390 ","V9W 8C9"
"Island Return-It Campbell River","50.0306683","-125.2761994","250-287-4224 ","V9W 3M7"
"SLRD Landfill","50.673926","-121.891768","604-894-6371 ","V0K 1V0"
"The Hut","49.4411266","-120.5372186","250-295-3835 ","V0X 1W0"
"Merritt Return-It Depot","50.108168","-120.7830362","250-280-2359 ","V1K 1B8"
"Port Hardy Return-It Centre","50.7191223","-127.5089459","250-949-7700 ","V0N 2P0"
"7 Mile Transfer Station","50.578845","-127.0098619","250-956-3161 ","V0N 2R0"
"Bella Coola Recycling Depot","52.372895","-126.7625759","250-982-2798 ","V0T 1C0"
"Columbia Bottle Depot - St. Paul","49.8645713","-119.4912885","250-763-2554 ","V1Y 2E1"
"Columbia Bottle Depot - Central","49.8774309","-119.4584638","250-763-2500 ","V1Y 4N6"
"The Battery Doctors","49.8804526","-119.4517818","250-860-2866 ","V1Y 4R5"
"Best Buy - Kelowna","49.8806958","-119.439462","250-448-0890 ","V1Y 6H2"
"Staples - Kelowna","49.8821095","-119.4330309","250-979-7920 ","V1X 4H9"
"Columbia Bottle Depot - Rutland","49.895413","-119.4094683","250-765-9115 ","V1X 4N6"
"Boucherie Self Storage & Bottle Depot","49.8592122","-119.592617","250-769-7122 ","V1Z 2M9"
"Planet Earth Recycling","49.8428682","-119.6071545","250-768-0878 ","V4T 1Y2"
"Staples - West Bank (Kelowna)","49.8356047","-119.6173658","250-707-2340 ","V4T 3E2"
"Winfield Return-It Centre","50.0547483","-119.4104275","250-766-2973 ","V4V 1E3"
"Best Buy - Vernon","50.2505169","-119.3053155","2505420701 ","V1T 9T3"
"Interior Freight & Bottle Depot","50.2582533","-119.293872","250-545-5706 ","V1T 1M1"
"Staples - Vernon","50.2659097","-119.2739648","250-503-3300 ","V1T 5M8"
"Venture Training Centre","50.2745336","-119.2818663","250-542-2374 ","V1T 6H3"
"J & C Bottle Depot","49.4791376","-119.5804779","250-492-5144 ","V2A 3J4"
"Staples - Penticton","49.4754301","-119.5815646","250-770-2990 ","V2A 8X3"
"Chasers Bottle Depot","50.2812735","-119.2715934","250-503-1311 ","V1T 5J9"
"Armstrong Bottle Depot","50.447822","-119.1938189","250-546-2466 ","V0E 1B0"
"Enderby Bottle Depot","50.550321","-119.1386397","250-838-9556 ","V0E 1V0"
"T-2 Market","49.1801623","-119.5459372","250-498-3677 ","V0H 1T0"
"Bill's Bottle Depot","50.6904927","-119.3182741","250-832-6630 ","V1E 3K1"
"Staples - Salmon Arm","50.698799","-119.3313706","250-803-5100 ","V1E 1B6"
"Osoyoos Bottle Depot","49.0311579","-119.4639254","250-495-2399 ","V0H 1V0"
"North Shuswap Bottle Depot","50.8179825","-119.6924826","250-679-8408 ","V0E 1M0"
"Best Buy - Kamloops","50.6538318","-120.3695302","2503747554 ","V1S 1J2"
"Staples - Kamloops","50.6546465","-120.3779981","250-377-4550 ","V2E 2R7"
"General Grant's Recycling Centers - Sahali","50.663207","-120.3608979","778-471-3109 ","V2C 5P4"
"General Grant's Recycling Centers - North Shore","50.6944513","-120.355887","250-376-9600 ","V2B 2K2"
"Lorne Street Bottle","50.7144132","-120.3435499","250-372-3721 ","V2H 1N6"
"Sorrento Bottle Depot","50.8783165","-119.4775298","250-675-3585 ","V0E 2W0"
"Scotch Creek Bottle Depot","50.9108215","-119.4448663","250-955-0646 ","V0E 3L0"
"Logan Lake Bottle Depot","50.492929","-120.8150863","250-453-9665 ","V0K 1W0"
"Grand Forks Bottle Depot","49.0323648","-118.4669854","250-442-2523 ","V0H 1H0"
"Castlegar Return-It Depot","49.3053759","-117.6583778","250-365-1121 ","V1N 1H8"
"Revelstoke Bottle Depot","50.9946373","-118.1725248","250-837-2693 ","V0E 2S0"
"Trail Bottle Depot","49.0982636","-117.7204315","250-364-3025 ","V1R 3M8"
"Ashcroft Bottle & Return-It Centre","50.72205","-121.2801423","250-453-9665 ","V0K 1A0"
"Nelson Leafs Bottle Depot","49.4886985","-117.2972241","250-354-4922 ","V1L 4M1"
"Invermere Bottle Depot & Recycling","50.5124378","-116.0382586","250-342-7272 ","V0A 1K5"
"Golden Bottle Depot","51.2965144","-116.9614124","250-344-7383 ","V0A 1H0"
"Cranbrook Bottle Depot","49.5266922","-115.7662953","250-417-0306 ","V1C 5E3"
"Staples - Cranbrook","49.5259068","-115.7517511","250-417-2346 ","V1C 3S8"
"Fernie Bottle Depot","49.5089518","-115.0533794","250-423-2009 ","V0B 1M0"
"New Life Furniture","49.0956555","-116.5141388","250-402-0098 ","V0B 1G0"
"Kitimat Recycling Depot","54.0583445","-128.6929605","250-632-6633 ","V8C 2G2"
"Staples - Terrace","54.5155079","-128.5928026","250-635-7797 ","V8G 5P9"
"Skeena Regional Recycling","54.3206115","-130.2817222","250-624-2455 ","V8J 1A6"
"Terrace Bottle Depot","54.3099542","-130.3318506","250-635-3779 ","V8J 1H7"
"Bulkley Valley Bottle Depot","54.7727673","-127.1461869","250-847-3416 ","V0J 2N0"
"Houston Bottle Depot","54.3978274","-126.6674235","250-845-2590 ","V0J 1Z0"
"Burns Lake Return-It Depot","54.2297687","-125.7624938","250-692-7948 ","V0J 1E0"
"Widesky Disposals","58.842527","-122.5752589","250-774-6528 ","V0C 1R0"
"Chetwynd Lions Club Recycling","55.6964264","-121.6378808","250-788-1111 ","V0C 1J0"
"Eco-Depot Recycling Centre","56.2403245","-120.8509902","250-785-0300 ","V1J 1G4"
"Staples - Fort St John","56.2388759","-120.8420848","250-794-3000 ","V1J 5Z2"
"DC Campbell Recycling","55.7618571","-120.2272409","250-782-2020 ","V1G 1W2"
"Bella Coola Recycling Depot","52.372895","-126.7625759","250-982-2798 ","V0T 1C0"
"Port Hardy Return-It Centre","50.7191223","-127.5089459","250-949-7700 ","V0N 2P0"
"Regional Recycling - Whistler","50.1311662","-122.9540037","604-932-3733 ","V0N 1B0"
"Whistler Re-Use It Centre","50.0874386","-123.0379377","604-932-1121 ","V0N 1B1"
"Pemberton Recycling Centre","50.3128095","-122.7293589","604-894-6799 ","V0N 2L0"
"Squamish Bottle Depot","49.6752349","-123.1564753","604-815-4699 ","V0N 3G0"
"Gibsons Recycling Depot","49.4082484","-123.5264771","604-740-1425 ","V0N 1V7"
"Best Buy - West Vancouver","49.326213","-123.1361929","6049133336 ","V7T 2W4"
"Staples - Park Royal","49.3262817","-123.1396642","604-913-4270 ","V7T 2W5"
"Salvation Army - North Vancouver Fell Ave","49.3220875","-123.09468","604-929-9400 ","V7P 2K2"
"Staples - Capilano","49.3239764","-123.12116","604-990-2900 ","V7P 3J3"
"North Shore Bottle Depot","49.3197346","-123.0969015","604-985-9348 ","V7P 2L6"
"Salvation Army - North Vancouver","49.313228","-123.077376","604-980-4413 ","V7H 2E9"
"North Vancouver Bottle & Return-It-Depot","49.3083589","-123.0404393","604-924-3889 ","V7J 2C1"
"Powell Street Return-It Bottle Depot","49.2844332","-123.0671451","604-253-4987 ","V5L 1H9"
"East Hastings Bottle Depot","49.2804264","-122.9616836","604-299-4254 ","V5B 1S9"
"Kensington Square Return-It Centre","49.2802749","-122.96914","604-299-9779 ","V5B 1S2"
"Staples - Royal Centre","49.2852977","-123.1217235","604-678-4873 ","V6E 3P3"
"Coquitlam Return-It Depot","49.2778389","-122.8185768","604-464-6648 ","V3H 1W3"
"Staples - Vanc-Core","49.2796231","-123.1204928","604-602-5959 ","V6B 3M1"
"Best Buy - Coquitlam","49.2784418","-122.7940817","6044685500 ","V3B 7K5"
"Best Buy - Robson","49.277146","-123.1261827","6046832502 ","V6Z 3C3"
"Kitchener Bottle Depot","49.2702852","-123.0180697","604-294-2827 ","V5C 3T4"
"Regional Recycling - Vancouver","49.2705579","-123.0818279","604-689-4722 ","V6A 2L2"
"Staples - Lougheed","49.2665321","-123.0090708","604-320-6800 ","V5C 3Y6"
"Go Green Bottle Depot","49.2648068","-123.104617","604-874-0367 ","V5T 1M4"
"Best Buy - Cambie","49.2655249","-123.114466","6046384966 ","V5Z 2T7"
"Regional Recycling - Burnaby","49.2573928","-122.9781934","604-299-3121 ","V5B 3A9"
"Staples - Vancouver Grandview","49.2582031","-123.0414526","778-331-0660 ","V5M 2E4"
"Staples - Broadway - Store","49.2635283","-123.1343664","604-678-9449 ","V6H 1H2"
"Salvation Army - East 12th Avenue","49.2604875","-123.0985961","604-874-4721 ","V5T 2G9"
"Staples - University Endowment Lands","49.2665431","-123.2421823","604-221-4780 ","V6T 1T5"
"SLRD Landfill","50.673926","-121.891768","604-894-6371 ","V0K 1V0"
"Vancouver Central Return-It Depot","49.2390917","-123.0518907","604-434-0707 ","V5R 5H4"
"Lougheed Return-It Depot","49.235926","-122.866738","778-397-5005 ","V3K 6N5"
"Staples - Coquitlam","49.235203","-122.8589236","604-517-2100 ","V3K 0W8"
"Sapperton Return-It Depot","49.2308657","-122.8792523","604-523-9699 ","V3L 3P2"
"Staples - Metrotown","49.2291071","-122.9986239","604-434-6484 ","V5H 4T8"
"Best Buy - Burnaby","49.2275677","-122.996138","7784522250 ","V5H 4T6"
"Metrotown Return-It Centre","49.2219304","-122.9902694","604-451-8888 ","V5J 1C2"
"Lee's Bottle Depot","49.2161708","-122.9775479","604-435-3432 ","V5J 4S6"
"Pitt Meadows Bottle & Return-It Depot","49.2321404","-122.6922989","778-895-8625 ","V3Y 2M6"
"Best Buy - South Vancouver","49.2117571","-123.1066045","604-326-3350 ","V5X 0A7"
"South Van Bottle Depot","49.2093776","-123.1054817","604-325-3370 ","V5X 4K6"
"Bridgeview Bottle & Return-It Depot","49.2039371","-122.881068","604-587-5557 ","V3V 8C3"
"Staples - Maple Ridge","49.2213814","-122.6648434","604-465-3429 ","V2X 0P5"
"Salvation Army - New Westminster","49.2012131","-122.9115678","604-521-0319 ","V3M 1B9"
"Staples - Marine Way","49.1979149","-122.9734683","604-412-2950 ","V5J 0A6"
"Vancouver West Return--It Depot","49.2021426","-123.1337601"," ","V6P 3G4"
"Queensborough Landing Return-It Depot","49.1932782","-122.9414598","604-540-4467 ","V3M 5K2"
"Regional Recycling - Richmond","49.1960157","-123.0785578","604-276-8270 ","V6V 1K2"
"Staples - Bridgeport","49.1924632","-123.082506","604-303-7850 ","V6V 2X1"
"Surrey Central Return-It Centre","49.1917094","-122.8388132","604-588-7790 ","V3T 1W7"
"Staples - Surrey North","49.186456","-122.845247","604-582-6789 ","V3T 2W4"
"OK Bottle Depot","49.1892919","-123.1338046","604-244-0008 ","V6X 1R3"
"Best Buy - Surrey","49.184853","-122.8463724","6045807788 ","V3T 2W1"
"Best Buy - Richmond","49.1753676","-123.1340346","6042737335 ","V6X 2X9"
"Sur-Del Bottle Depot","49.1665899","-122.8902384","604-599-0497 ","V3V 4H2"
"Fleetwood Bottle Depot","49.1673619","-122.8043443","604-585-3544 ","V3R 3P2"
"Staples - Richmond","49.1667662","-123.1363718","604-270-9599 ","V6Y 2B3"
"Walnut Grove Bottle & Return Centre","49.178762","-122.6609923","604-513-0420 ","V1M 4B9"
"Salvation Army - Lower Mainland","49.1770533","-122.6741742","604-513-8828 ","V1M 3C9"
"Scott Road Bottle Depot","49.1597773","-122.8875489","604-543-0606 ","V3W 3H8"
"Ridge Meadows Recycling","49.186584","-122.568626","604-463-5545 ","V2X 7G2"
"Asset Investment Recovery - Surrey","49.1534249","-122.863201","604-501-8216 ","V3W 7X4"
"Best Buy - Scott Road","49.1479681","-122.8887075","6046351452 ","V3W 3M1"
"Scott 72 Bottle & Return-It Depot","49.1434583","-122.8690816","604-590-8482 ","V3W 1L4"
"Staples - N. Delta","49.1371397","-122.8904471","604-501-7820 ","V4C 6P5"
"Newton Bottle Depot","49.1349979","-122.8461625","604-596-9266 ","V3W 4M4"
"Ironwood Bottle Depot","49.1308742","-123.0928946","604-275-0585 ","V7A 4V5"
